user_id,item_id,rating,timestamp
1,208,5,887431908
1,767,3,875072002
1,293,1,878542552
1,676,4,878542889
1,686,4,876892818
1,309,4,875073067
1,648,4,875072404
1,620,3,876893206
1,765,5,875071541
1,670,1,878543006
1,699,3,878543216
1,731,1,878543133
1,755,3,878542608
1,447,2,878543238
1,371,1,875072631
1,374,4,875073180
1,180,2,875073067
1,356,4,875071561
1,455,3,875240993
1,235,2,875240799
1,708,2,878542791
1,180,5,876892196
1,460,4,875072865
1,77,5,878542589
1,58,3,876893230
1,305,5,878543541
1,668,2,878542201
1,381,4,874965556
1,567,4,876892918
1,367,3,878542699
1,448,3,875073180
1,196,4,875072547
1,547,4,875072303
1,248,4,878542420
1,513,4,875072442
1,220,3,876893171
1,382,5,874965518
1,148,5,874965677
1,433,2,878542383
1,521,5,874965478
1,516,5,878543541
1,486,5,876892856
1,519,5,889751711
1,174,5,874965478
1,423,5,878541803
1,13,5,875073198
1,437,5,875072547
1,424,5,876892468
1,515,5,876892701
1,34,5,878543541
1,739,3,875072370
1,171,3,875072573
1,750,5,874965739
1,590,4,875072520
1,669,5,875072262
1,216,4,875072956
1,463,4,875072631
1,543,4,875073128
1,188,4,874965678
1,282,3,875073128
1,689,3,888732928
1,170,5,875072125
1,433,5,875072956
1,531,4,875072547
1,373,4,876892654
1,371,4,876892743
1,769,5,876892855
1,498,5,874965677
1,221,5,875072956
1,260,5,878542717
1,197,4,875072262
1,378,3,876893098
1,9,3,878542960
1,515,5,875072442
1,169,4,878542231
1,667,5,875072688
1,573,3,878542909
1,449,4,876893205
1,749,5,875073067
1,706,5,878542960
1,435,4,888732908
1,500,4,878542909
1,134,3,878541970
1,383,4,875072895
1,702,2,876892896
1,216,4,875072520
1,575,3,876893145
1,82,5,876892701
1,586,3,876892676
1,228,3,876892856
1,493,1,878542327
1,546,3,875241390
1,117,5,887431921
1,147,4,878873388
1,655,5,876892918
1,94,5,875071484
1,476,2,878542738
1,269,3,878543176
1,581,4,876892946
1,280,5,878543541
1,37,4,878542075
1,297,4,878542420
1,615,1,876893031
1,147,3,878543196
1,102,2,878542552
1,688,4,876892355
1,697,5,875071589
1,259,4,875071898
1,577,2,875071749
1,8,4,875072235
1,593,4,878542845
1,407,3,875071898
1,460,4,878543133
1,126,5,889751633
1,723,1,875241390
1,239,2,887431973
1,684,2,875071713
1,605,5,874965905
1,217,1,875241619
1,585,4,874965954
1,352,4,874965970
1,30,4,874965706
1,177,4,875071843
1,139,2,875240677
1,752,5,874965970
1,759,1,878541392
1,410,2,885345822
1,340,4,889751712
1,558,4,874965954
1,145,5,878873389
1,168,1,875692979
1,343,1,875071713
1,87,1,875692992
1,307,3,875071421
1,550,1,875693007
1,57,2,875071713
1,455,4,878542441
1,386,1,885345728
1,470,4,875692955
1,32,5,875692927
1,31,5,877482427
1,733,5,888732827
1,195,2,887431672
1,7,3,887431647
2,695,4,888550871
2,414,2,888551853
2,439,4,888551922
2,632,4,888551853
2,1,3,888550871
2,260,4,888551648
2,329,5,888552084
2,423,5,888552084
2,277,4,888551853
2,623,5,888552084
2,548,4,888552017
2,181,5,888552084
2,764,5,888552084
2,289,4,888551341
2,764,4,888551062
2,751,3,888549961
2,254,4,888550774
2,297,5,888979061
2,643,4,888551647
2,734,3,888551497
2,122,5,888550939
2,210,4,888551552
2,469,4,888551174
2,152,3,888551647
2,290,4,888551745
2,552,3,888551441
2,68,3,888980240
2,148,4,888551922
2,306,5,888552084
2,141,4,888552017
2,375,5,888552084
2,2,4,888549960
2,164,3,888551235
2,482,3,888550252
2,499,3,888979353
2,428,3,888551441
2,218,3,888551647
2,230,4,888550774
2,532,4,888550939
2,85,1,888551648
2,247,4,888551164
2,573,3,888550871
2,655,4,888550871
2,55,3,888551441
2,317,4,888550774
2,719,4,888979197
2,562,4,888550631
2,763,5,888552084
2,42,4,888550774
2,427,4,888979197
2,322,3,888550065
2,507,4,888550774
2,363,3,888550066
2,365,3,888979945
2,433,1,888980029
2,657,4,888979061
2,729,5,888552084
2,214,3,888550631
2,86,5,888552084
2,329,1,888980085
2,268,1,888550774
2,360,5,888979693
3,760,4,889237482
3,486,1,889237247
3,504,2,889237026
3,267,4,889237455
3,241,2,889237297
3,614,3,889236961
3,617,3,889237224
3,641,2,889237055
3,689,2,889237026
3,578,2,889237224
3,507,3,889237199
3,251,2,889236939
3,554,2,889236939
3,605,3,889236983
3,504,3,889237224
3,252,2,889237482
3,572,4,889237482
3,510,2,889237026
3,380,5,889237482
3,392,5,889237455
3,559,3,889237269
3,319,2,889237269
3,618,2,889237247
3,637,1,889237297
3,131,2,889237224
3,777,4,889237455
3,416,5,889237455
3,497,4,889237455
3,516,2,889237297
3,479,4,889237455
3,241,1,889237224
3,303,2,889236939
3,185,3,889237122
3,534,1,889237269
3,114,1,889237198
3,518,1,889236983
3,129,2,889237297
3,752,3,889237141
3,453,5,889237455
3,132,1,889237055
3,300,4,889237174
3,404,3,889237122
3,654,4,889236939
3,398,3,889237004
3,643,5,889237455
3,46,5,889237455
3,504,4,889237455
3,681,3,889237269
3,663,3,889237076
3,132,3,889237315
3,438,2,889237055
3,442,1,889237122
3,697,3,889237004
3,23,3,889237247
4,127,4,892004520
4,643,5,892003526
4,630,3,892003374
4,700,5,892001374
4,323,4,892004275
4,572,3,892004275
4,60,4,892001690
4,490,4,892001445
4,527,5,892004409
4,461,5,892001445
4,101,5,892002353
4,15,5,892002352
4,675,5,892002353
4,76,5,892002352
4,626,3,892001537
4,36,5,892002352
4,471,5,892002353
4,424,3,892003459
4,399,4,892003525
4,691,2,892004275
4,620,5,892002352
4,1,5,892002352
4,119,5,892002353
4,289,5,892002352
5,424,4,875635748
5,749,3,875636053
5,529,4,875636198
5,670,3,875635327
5,323,4,879198229
5,501,3,875635318
5,494,4,875637023
5,423,4,879198109
5,103,5,875636360
5,331,4,875635758
5,302,4,875637575
5,156,1,878844629
5,696,1,875721019
5,711,1,875721555
5,72,4,875636389
5,115,3,875635895
5,123,2,875636511
5,349,5,875636033
5,745,3,875636297
5,49,3,878844651
5,127,4,875721168
5,114,3,875720691
5,281,3,875721216
5,83,5,875635349
5,179,5,878844510
5,120,3,875721196
5,49,3,875635443
5,708,5,875635350
5,123,1,875636493
5,24,4,875635189
5,286,4,875637536
5,91,3,875721260
5,150,3,875636815
5,394,3,875636141
5,165,1,875720830
5,465,3,875635723
5,761,5,875636375
5,670,3,875636691
5,201,1,875721572
5,246,5,879197864
5,274,2,875636281
5,520,3,875636691
5,404,5,878844495
5,274,5,875636130
5,335,4,875636675
5,416,5,875636130
5,260,3,875635962
5,244,5,875635757
5,107,4,875636014
5,620,3,875720692
5,107,5,875636375
5,701,5,878844495
5,489,4,878845197
5,779,2,875720717
5,502,4,875636675
5,669,4,875636675
5,203,5,875636571
5,130,3,875636099
5,647,4,875636631
5,378,3,875637485
5,73,1,875720967
5,48,3,875720744
5,658,4,875635174
5,660,2,875635723
5,595,3,875635962
5,764,4,875636099
5,100,5,875636070
5,114,2,875635947
5,587,3,875636070
5,776,2,875635947
5,99,4,875729064
5,7,2,875720692
5,492,4,875635384
5,519,4,875636655
5,683,1,875720948
5,439,1,878844164
5,449,3,875635265
5,590,5,875635239
5,120,1,878844208
5,696,4,875635064
5,512,3,875635225
5,771,1,875636571
5,547,1,875637144
5,125,3,875637145
5,632,3,875636281
5,738,1,875635457
5,68,1,875635372
5,282,1,875720814
5,114,1,875720967
5,599,3,875636230
5,166,3,875635907
5,9,3,875636905
5,104,3,875637587
5,629,2,879198045
5,733,1,878844615
5,445,1,875721167
5,64,3,875720814
5,768,3,875637191
5,119,1,875636540
5,100,5,875636587
5,364,3,875636588
5,45,3,875636389
5,665,4,875636185
5,167,2,875636230
5,639,3,875637419
5,144,2,879198898
5,4,1,875721315
5,110,5,875636340
5,429,4,875636167
5,244,2,875637330
5,509,2,875636265
5,758,2,879198031
5,692,2,879198898
5,544,5,875636265
5,329,2,875635907
5,58,2,875636167
5,56,3,875635947
5,426,1,878844630
5,94,5,875636308
5,653,1,875720947
5,496,3,875636152
5,770,2,875721216
5,540,3,875635225
5,416,1,875635807
5,38,3,875635431
5,528,5,878844495
5,200,2,878844651
5,302,1,879198183
5,724,1,875635431
5,116,3,875635416
5,601,3,875635807
5,87,3,875636691
5,407,1,875636842
5,98,1,875721196
5,271,3,875636830
5,768,3,875721216
5,244,3,875636815
5,245,3,875721168
5,393,1,875721019
5,141,4,875636767
5,253,4,875636793
5,224,1,875635807
5,313,2,875637440
5,575,3,878844510
5,593,3,875721167
5,560,5,875636588
5,481,3,875637429
5,615,5,875636631
5,495,3,875636099
5,71,4,875636793
5,76,5,875636655
5,376,5,875637033
5,513,4,875636033
5,21,5,875720717
5,315,1,878844423
5,136,1,878844423
5,593,1,878844423
5,59,1,878844423
5,781,1,875720830
5,300,1,879198898
5,613,4,875720744
5,424,2,875720762
5,26,3,875720744
5,383,4,875720845
5,116,3,875720744
5,318,2,875720692
5,466,2,875636099
5,627,1,875635962
5,436,1,875636571
5,18,1,878844397
5,531,1,879198898
5,370,1,875721432
5,393,4,875635174
5,690,1,875636375
5,226,1,879198898
6,441,4,883599478
6,560,2,883599102
6,82,4,883600657
6,151,4,883599205
6,634,4,883601053
6,410,2,883599400
6,146,5,883599249
6,113,3,883599302
6,645,4,883602965
6,757,3,883600152
6,238,3,883602048
6,281,4,883601365
6,721,2,883603013
6,726,4,883601311
6,48,3,883600943
6,8,4,883600842
6,641,4,883601277
6,480,5,883601713
6,64,4,883600597
6,68,3,883601277
6,251,3,883601427
6,462,4,883601053
6,622,3,883600747
6,325,4,883602283
6,74,3,883603013
6,528,4,883602174
6,470,4,883600842
6,153,2,883602133
6,224,5,883600680
6,506,5,883599176
6,625,2,883599478
6,343,2,883599431
6,777,5,883599228
6,151,3,883599670
6,21,5,883599134
6,410,5,883602048
6,540,5,883602422
6,332,4,883601459
6,603,5,883602283
6,523,5,883600747
6,559,5,883600842
6,781,5,883599327
6,217,2,883601053
6,770,3,883599558
6,295,4,883603013
6,220,3,883602730
6,565,3,883602212
6,160,5,883600747
6,412,4,883601426
6,126,4,883602865
6,734,4,883600943
6,231,4,883602574
6,197,5,883602462
6,30,4,883600985
6,566,4,883601426
6,315,4,883600818
6,302,4,883600785
6,218,4,883601311
6,163,4,883268776
6,333,4,883601311
6,388,5,883601393
6,102,4,883602730
6,685,4,883600914
6,252,3,883602462
6,29,3,883601365
6,383,4,883601088
6,593,4,883600914
6,601,3,883601529
6,115,4,883601365
6,323,4,883602283
6,59,5,883601203
6,513,4,883601203
6,88,3,883602422
6,437,3,883602690
6,624,3,883602864
6,428,3,883601277
6,764,3,883600878
6,506,4,883602422
6,414,4,883601713
6,404,5,883601155
6,778,4,883602462
6,386,5,883601500
6,579,4,883599431
6,222,4,883600747
6,283,2,883599914
6,261,5,883601713
6,769,4,883268170
6,502,3,883599509
6,716,3,883598981
6,581,2,883599478
6,236,2,883268278
6,420,1,883268375
6,9,3,883268522
6,683,3,883268406
6,633,4,883268222
6,545,4,883717304
6,767,4,883602501
6,193,4,883599102
6,210,2,883599134
6,770,2,883599590
6,504,3,883599431
6,402,2,883268170
6,146,3,883599327
6,360,2,883599938
6,394,3,883599134
6,616,3,883599558
6,355,2,883600406
6,170,4,883268222
6,161,3,883268321
6,312,4,883268322
6,70,4,883268246
6,398,3,883600445
6,195,2,883268430
6,230,2,883268353
6,223,3,883602174
6,311,4,883600985
6,608,3,883268353
6,474,2,883268278
6,468,4,883602422
6,203,2,883602690
6,236,1,883600066
6,309,4,883599075
6,617,4,883599707
6,594,4,883602284
6,446,3,883602501
6,55,3,883602865
6,33,4,883600707
6,128,4,883601713
6,48,4,883601529
6,88,1,883599914
6,426,2,883599228
6,74,2,883600004
6,614,4,883601393
6,271,5,883600914
6,700,4,883601713
6,20,2,883601365
6,317,1,883683508
6,681,4,883602422
6,46,4,883602284
6,637,3,883602174
6,470,5,883601155
6,60,3,883602690
6,561,2,883599558
6,629,1,883600003
6,242,2,883600111
6,776,5,883601277
6,347,5,883599478
6,107,1,883600175
6,762,1,883599509
6,389,4,883602762
6,255,5,883601053
6,103,4,883601089
6,272,5,883600914
6,298,4,883601203
6,588,5,883601500
6,244,5,883601011
6,214,5,883602664
6,245,4,883601427
6,292,5,883600785
6,758,5,883601426
6,302,5,883601011
6,357,5,883601365
6,744,4,883602174
6,130,5,883601089
6,748,5,883601713
6,310,4,883601713
6,409,4,883601366
6,172,4,883601155
6,529,4,883601088
6,494,4,883601053
6,457,4,883602283
6,598,4,883601277
6,301,5,883602730
6,160,4,883602664
6,730,3,883602133
6,51,3,883601155
6,244,4,883602422
6,546,4,883602174
6,116,4,883601310
6,345,3,883599530
6,334,4,883602664
6,630,4,883600785
6,188,5,883601393
6,653,4,883601155
6,385,4,883600913
6,618,5,883600657
6,307,4,883599273
6,232,4,883602664
6,152,4,883602212
6,16,3,883603042
6,572,5,883601365
6,13,4,883600985
6,234,4,883601277
6,551,5,883601500
6,536,5,883601528
6,449,3,883600632
6,240,5,883601203
6,697,3,883602596
6,7,4,883600877
6,215,4,883602174
6,650,4,883601459
6,67,4,883601203
6,453,4,883600747
6,531,3,883600066
6,396,4,883599830
6,257,4,883599354
6,184,2,883600030
6,265,4,883599400
6,663,4,883601277
6,144,2,883268483
6,75,2,883681433
7,123,5,891351772
7,649,5,891352220
7,765,5,891351328
7,512,5,891351432
7,567,4,891352864
7,544,3,891352451
7,293,5,892135346
7,586,5,891351121
7,78,3,891351383
7,728,3,891352451
7,391,4,891352692
7,108,5,891352341
7,10,3,891353828
7,474,4,892134959
7,174,4,891350932
7,364,5,891353614
7,396,5,891351728
7,400,5,891352692
7,452,5,891351042
7,11,2,891352984
7,402,4,891353801
7,77,5,891354689
7,160,3,892132380
7,340,5,891351432
7,343,3,891354499
7,83,5,891350756
7,540,4,891351547
7,36,5,891351728
7,380,1,891352557
7,522,5,891352692
7,501,5,891353977
7,25,3,892133154
7,400,5,891353325
7,95,3,891354165
7,75,4,891352261
7,49,4,891354381
7,576,5,891352626
7,484,3,891351471
7,86,4,891350810
7,614,5,891351082
7,491,3,891352984
7,543,3,891353860
7,144,5,891352010
7,434,5,891351042
7,292,5,891351383
7,722,5,891351201
7,750,4,891351002
7,420,5,891352557
7,693,5,891351082
7,259,5,891350966
7,28,4,891353892
7,118,2,891353411
7,257,5,891352904
7,520,4,891353192
7,284,3,891353254
7,726,5,891351728
7,534,5,891352383
7,778,5,891351287
7,379,5,891353192
7,446,4,892134959
7,210,5,891351547
7,406,5,891351813
7,603,3,891354729
7,591,5,891353124
7,99,5,891353444
7,227,3,891354090
7,260,3,892132627
7,310,5,891351201
7,275,1,891354530
7,771,4,891352749
7,311,4,891351851
7,747,5,891352220
7,333,5,891353124
7,519,5,891351653
7,166,5,891352059
7,573,3,891352489
7,57,5,891353444
7,349,4,891353444
7,286,5,891351813
7,259,3,891351585
7,145,5,891351509
7,92,3,891351287
7,628,4,891350965
7,196,5,891351002
7,295,5,891350757
7,79,5,892133057
7,594,3,891350782
7,496,4,891352904
7,109,4,891350932
7,551,5,891352303
7,312,5,891350782
7,459,3,891351287
7,501,4,891350965
7,400,4,891351624
7,248,5,892135346
7,461,4,891350900
7,166,4,891350757
7,721,5,891352778
7,647,5,891351728
7,682,5,891351201
7,162,4,891352010
7,572,5,892135346
7,167,5,891351851
7,81,5,891352626
7,422,5,891351432
7,242,4,891351082
7,602,3,891351685
7,374,5,892135346
7,321,5,891353543
7,692,2,891351471
7,401,3,891352947
7,105,5,891352178
7,472,5,891351121
7,251,5,891351585
7,399,4,891352526
7,566,5,891352220
7,513,4,891352904
7,139,5,891352557
7,68,1,891353051
7,687,3,891351686
7,249,5,891352384
7,41,4,891351624
7,650,4,891350900
7,129,4,891352778
7,457,1,892131924
7,559,5,891351328
7,118,5,891353614
7,528,3,892132317
7,297,4,891350845
7,708,3,891352384
7,13,3,891353326
7,743,3,892132885
7,483,3,891353766
7,82,5,891351041
7,529,5,891351772
7,696,5,891351814
7,105,4,891354053
7,405,4,892135277
7,25,3,891350464
7,32,1,892130982
7,410,4,891350703
7,109,5,891350845
7,298,4,891350703
7,474,3,891350703
7,514,3,891349991
7,312,3,891351547
7,542,4,891352831
7,262,3,891353710
7,500,5,891351813
7,131,4,891350703
7,319,4,891350703
7,580,1,892130809
7,673,4,891350703
7,3,5,891350703
7,474,3,891350704
7,37,4,892133670
7,606,5,891352010
7,714,1,892135078
7,208,5,892130784
7,477,3,892333206
7,678,4,891351728
7,244,5,892135347
7,126,4,891353744
7,202,5,891350810
7,461,5,891353011
7,531,4,891353325
7,662,4,891354053
7,605,4,891352093
7,440,3,891353710
7,545,5,891351585
7,516,4,892133310
7,134,3,892133670
7,92,4,891354090
7,684,3,892132943
7,87,4,891352058
7,386,4,891354288
7,372,4,891354357
7,659,4,891354257
7,450,5,891352904
7,130,4,891351234
7,702,5,891352947
7,455,3,891353290
7,40,2,891354438
7,172,5,891353051
7,686,3,892132652
7,567,4,892131824
7,663,3,891350900
7,373,5,891353219
7,221,3,891352134
7,417,5,891351509
7,197,5,891352220
7,527,5,892133036
7,523,5,891351002
7,699,3,891352178
7,150,4,891351547
7,104,4,891352831
7,763,5,892135347
7,416,4,891352384
7,153,5,891350845
7,641,5,891351471
7,406,1,892131978
7,310,2,891354257
7,545,5,891353254
7,392,5,891354288
7,573,2,892132020
7,679,5,891350900
7,349,3,891353828
7,275,3,891354785
7,67,4,892132425
7,578,5,891353892
7,111,5,891353860
7,98,4,891353086
7,374,4,891352303
7,419,4,891353192
7,617,4,891353154
7,151,3,891352489
7,661,4,891352864
7,753,2,891353357
7,255,5,891351002
7,185,4,891352010
7,36,4,891352093
7,762,5,891352341
7,760,3,891351083
7,347,4,891351851
7,508,5,891351201
7,503,5,891351851
7,144,3,891352178
7,599,4,891351041
7,130,3,891353477
7,615,5,891351432
7,84,5,891352010
7,576,5,891351328
7,680,5,891351083
7,155,4,891352134
7,628,5,891351814
7,53,4,891351472
7,497,5,891353411
7,134,5,891352261
7,243,4,891353950
7,339,5,891352384
7,388,3,891352341
7,334,5,891353614
7,429,5,891352383
7,84,5,891352778
7,722,5,891352134
7,582,5,891351624
7,314,4,891351772
7,617,2,891351121
7,664,3,891350757
7,282,4,891352831
7,473,5,892133466
7,182,5,891353124
7,542,4,891350845
7,575,5,891351042
7,47,5,891351772
7,679,5,891352659
7,594,2,891352626
7,616,5,891350900
7,258,3,891352749
7,742,3,892132972
7,347,2,891354662
7,537,4,892131849
7,85,3,891351772
7,360,3,891353254
7,488,2,891354882
7,723,4,891353444
7,356,3,891353710
7,79,5,891352692
7,599,4,891353086
7,269,4,891352489
7,61,1,892131978
7,604,4,891354531
7,302,3,892134010
7,86,3,891354639
7,605,4,892134811
7,455,3,891352659
7,635,4,892132145
7,655,4,892131924
7,776,5,891354882
7,215,3,892132798
7,77,4,891354611
7,311,5,891354053
7,145,2,892131978
7,141,3,891354471
7,523,4,892132019
7,162,4,891353411
7,440,1,892132019
7,704,5,891352261
7,33,4,892131978
7,239,3,891354639
7,390,3,891353950
7,639,3,891354331
7,600,5,891353828
7,470,5,892132402
7,321,3,892133271
7,43,5,892132943
7,668,2,892133310
7,366,3,891354090
7,676,4,892133361
7,411,3,892132171
7,380,5,891353477
7,280,5,892135347
7,332,2,892132380
7,196,4,891352093
7,253,4,892133180
7,647,3,891354639
7,709,4,891353950
7,92,4,891352261
7,50,5,891352451
7,586,2,891354730
7,204,3,891352179
7,609,5,891353652
7,449,5,891351851
7,268,3,891354114
7,210,2,891353801
7,518,5,891351728
7,650,3,891353744
7,71,3,891353801
7,671,1,891353860
7,709,4,891354090
7,418,5,891353744
7,341,3,891352594
7,326,4,891350757
7,772,3,891351547
7,170,4,891353290
7,574,3,891352904
7,279,3,891352831
7,622,4,891351653
7,321,3,891352749
7,324,5,891353086
7,362,3,891351161
7,5,5,891351121
7,592,4,891352010
7,432,5,891352489
7,278,4,891351585
7,56,4,891351002
7,163,5,891354588
7,320,4,891350900
7,238,3,891352831
7,302,4,891353892
7,134,5,892132773
7,564,4,891352984
7,98,3,891354217
7,626,4,891353892
7,161,3,892131824
7,657,5,892132773
7,13,3,891352594
7,413,3,891352831
7,692,3,891352526
7,61,5,891352341
7,278,4,891352984
7,728,5,891352261
7,616,5,891351509
7,157,5,891351287
7,611,3,891352864
7,710,4,891351384
7,662,4,891353570
7,340,4,892132122
7,522,5,891353676
7,19,3,891353614
7,138,5,892135346
7,155,3,892132277
7,678,4,891350932
7,20,5,891351685
7,165,4,891353614
7,15,5,891351383
7,407,5,891352489
7,1,5,891351653
7,150,5,891353254
7,715,3,891350965
7,204,5,891350932
7,466,3,891352659
7,69,4,891351161
7,584,5,892135347
7,673,5,891351384
7,508,3,891351509
7,136,4,891351234
7,26,3,891352419
7,545,5,891351161
7,123,5,891353051
7,241,5,891351624
7,534,3,892133739
7,613,5,891352220
7,602,3,891353977
7,278,4,891354471
7,68,4,892132192
7,476,5,892135347
7,64,4,891352778
7,199,1,892132020
7,402,5,891353254
7,144,5,891351728
7,479,1,892131925
7,335,3,891353744
7,569,2,891352659
7,397,5,891352947
7,402,3,891354499
7,36,3,891354499
7,156,3,891350356
7,409,5,891353124
7,670,4,891350703
7,64,1,891350594
7,223,2,891350383
7,474,4,891350703
7,45,5,890547069
7,256,4,891960370.4
7,192,5,893373671.7
7,97,5,894786973.1
7,197,4,896200274.4
7,35,5,897613575.8
7,93,3,899026877.1
7,265,2,900440178.5
7,238,2,901853479.9
7,26,3,903266781.2
7,37,5,904680082.6
7,288,4,906093383.9
7,69,3,907506685.3
7,263,5,908919986.6
7,196,5,910333288
7,192,3,911746589.4
7,237,2,913159890.7
7,180,4,914573192.1
7,56,5,915986493.4
7,35,5,917399794.8
7,86,4,918813096.1
7,175,2,920226397.5
7,54,5,921639698.9
7,261,3,923053000.2
7,253,4,924466301.6
7,278,2,925879602.9
7,116,2,927292904.3
7,80,4,928706205.6
7,147,5,930119507
7,234,5,931532808.4
7,200,2,932946109.7
7,47,5,934359411.1
7,221,3,935772712.4
7,232,4,937186013.8
7,208,2,938599315.1
7,271,4,940012616.5
7,210,4,941425917.9
7,143,5,942839219.2
7,240,2,944252520.6
7,292,5,945665821.9
7,188,4,947079123.3
7,125,3,948492424.6
7,72,2,949905726
7,35,2,951319027.4
7,27,5,952732328.7
7,270,3,954145630.1
7,237,4,955558931.4
7,121,3,956972232.8
7,130,3,958385534.1
7,110,2,959798835.5
7,86,5,961212136.9
7,68,5,962625438.2
7,225,3,964038739.6
7,255,3,965452040.9
7,191,5,966865342.3
7,71,3,968278643.6
8,15,3,879362287
8,544,3,879362233
8,117,5,879362183
8,571,5,879362124
8,53,5,879362286
8,624,5,879362183
8,220,4,879362286
8,14,5,879362356
8,272,4,879362124
8,235,3,879362183
8,756,5,879362123
8,581,5,879362286
8,562,5,879362123
8,414,5,879362183
8,394,5,879362233
8,488,4,879362233
8,226,4,879362183
8,158,5,879362183
8,273,5,879362233
8,708,4,879362123
8,623,5,879362356
8,576,4,879362183
8,555,5,879362287
8,15,4,879362287
8,351,5,879362356
8,157,4,879362423
8,325,5,879362286
8,603,5,879362356
8,482,4,879362423
8,699,4,879362423
8,281,2,879361732
8,539,5,879361482
8,34,1,879361604
8,169,3,879361665
8,701,3,879362287
8,378,3,879361521
8,566,4,879361550
8,777,3,879361664
8,350,4,879361873
8,437,2,879361825
8,553,2,879361732
8,677,1,879362124
8,148,4,879362234
8,397,2,879362356
8,395,5,879362233
8,237,1,879361825
8,398,4,879362233
8,244,5,879362183
8,570,4,879362422
8,64,3,879362356
8,467,3,879362423
8,529,4,879362233
8,56,5,879362123
8,380,4,879362356
8,502,4,879362423
8,301,3,879362356
8,0,1,879361825
8,446,1,879361732
8,532,4,879361873
8,230,3,969691945
8,5,4,971105246.4
8,292,3,972518547.7
8,291,2,973931849.1
8,252,5,975345150.4
8,233,4,976758451.8
8,277,4,978171753.1
8,134,4,979585054.5
8,260,5,980998355.9
8,178,4,982411657.2
8,207,4,983824958.6
8,171,5,985238259.9
8,257,2,986651561.3
8,212,5,988064862.6
8,226,3,989478164
8,261,3,990891465.4
8,131,4,992304766.7
8,269,3,993718068.1
8,71,5,995131369.4
8,77,5,996544670.8
8,115,5,997957972.1
8,151,3,999371273.5
8,201,4,1000784575
8,67,4,1002197876
8,30,5,1003611178
8,281,4,1005024479
8,15,3,1006437780
8,7,3,1007851082
8,192,5,1009264383
8,29,5,1010677684
8,210,3,1012090986
8,20,3,1013504287
8,243,4,1014917588
8,254,2,1016330890
8,72,5,1017744191
8,29,4,1019157493
8,70,2,1020570794
8,109,3,1021984095
8,292,5,1023397397
8,33,5,1024810698
8,96,5,1026223999
8,208,5,1027637301
8,221,5,1029050602
8,189,4,1030463903
8,126,5,1031877205
8,251,4,1033290506
8,46,5,1034703807
9,249,5,886960055
9,592,4,886960030
9,651,5,886960055
9,30,5,886960055
9,242,4,886958715
9,171,4,886959423
9,468,5,886960055
9,65,4,886959453
9,174,5,886960055
9,579,4,886958715
9,436,5,886960055
9,228,5,886960055
9,502,4,886959343
